"","created_at","title","description","petition_status"
"227",2020-05-07 04:54:14,"Municipal Corporation Vishakhapatnam (Vizag): Funds for Gas Leak at Vishakhapatnam","<p>The recent gas leak from the LG Polymers Plant in Vishakhapatnam has caused great harm to the people around the radius of 3 KM from the plant. Approximately five villages have been a victim of this calamity. It would be great if the Government of Andhra Pradesh request for funds from the Authority of the LG Polymers Plant in return for the accidental calamity occurred. It would be surely grateful as the people affected by the natural calamity will need money for the charges of the hospitals. It would also be a great if the Government ensures that the hospitals taking care and treating the patients charge nominal amounts for the treatment. The people from villages may not have enough to spend and it is our responsibility as citizens to look for their help in natural calamities </p>","victory"
"228",2020-06-09 23:08:57,"Postpone the Board Exams!!!","<p>CBSE's notification for holding of the remaining examination is discriminatory and arbitrary and <strong>that too in the month of July</strong> wherein as per the AIIMS data, the said <strong>COVID-19 pandemic would be at its peak</strong>.... As done by CBSE in its other 250 schools abroad and various State Boards, the examination scheduled to be conducted in July, <strong>should be cancelled</strong> and the marks could be allotted on the basis of internal assessment/<strong>postponed</strong> until the situation is better.</p>
<p>With the total case tally <strong>reaching 3,00,000</strong> and students coming from all the parts of the country(<strong>including containment zones</strong>), it is very risky to conduct examinations. The board should consider the fact that most of the <strong>cases are asymptomatic</strong> and hence it is very tough to differentiate between those who’re affected and those who’re not affected.</p>
<p>Some state <strong>Boards including Chhattisgarh</strong> have <strong>decided against holding</strong> any examination to <strong>protect students</strong> from being exposed to the <strong>deadly virus</strong>. <strong>We request CBSE and Ministry of Human Resource Development to look into the matter and kindly postpone the examination until the situation gets better or cancel the remaining examinations and promote the students based on practical examination or internal assessments.</strong></p>
<p><strong>What good are exams if life is in danger? And is the danger only to students? Not to teachers, invigilators and other people involved in conducting the exams? </strong></p>
<p>We don’t want to risk our lives and the lives of our loved ones.</p>
<p><strong>#Studentlivesmatter</strong></p>
<p> </p>","victory"
"229",2020-06-03 11:03:04,"CANCEL BOARD EXAMS! 
HEALTH>>EXAMS","<p>It is appalling to see that we are ready to risk the lives of the youth of our country because we want to fit them into a scoring system that clearly renders useless in front of a pandemic. So many years of education and yet we stand here confused of how can we assess this education if not for board exams! Have we really learnt anything from the Covid-19 situation? Who is going to take ownership and responsibility for the risk that we are putting students to by making them attend these board exams in this time of uncertainty? Can we really ensure safety measures across exam centers? Are we really prepared? <br>And if that was not enough...</p>
<p>we have different rules for different students? So much for inclusion and equality! We know how that works. Genuine people suffering and those who misuse the system benefiting.</p>
<p><br>The future of this country – the youth – can wait till the time the world recuperates and ensures that the present we have is a safe space to be in. Overcome Corona Virus first. Then, call for Board Exams. Do not put the future of this country at stake; do not experiment with our lives!</p>
<p>CANCEL BOARD EXAMS! HEALTH&gt;&gt;&gt;EXAMS</p>","victory"
"230",2020-06-15 12:16:24,"Supreme court : Students lives matter # cancel-Cbse board remaining exams","<p>Children are future of country. Their life much important than exams. Who will ensure the safety of our children? Result should be declare of remaining exams by based on internal assessment or by practical exams .</p>","victory"
"231",2020-06-19 17:05:56,"Youth Of INDIA: Postpone neet and jee 2020 untill and less corona stops its spreading a kind request","<p>India is in threat of covid 19 so in these time by conducting entrence exams will be more dangerous to our nation. Students are power of this nation. </p>
<p>If anyting goes wrong total nation will see the end of our bright future we loose our pøwer many other powers try to get command on our country like what going on some other backward countries.</p>
<p>I request </p>
<p>Respected sir please try to understand us we are not asking time for preparation we want to save our nation what we are facing now CØVID-19.</p>
<p>What will you do by loosing students.</p>
<p>It cannot be possible to maintain social distance in transport to exam centers this is an #health emergency. We are facing a problem by which it cant stopped by lockdown for these many months its graph increasing day by day. It will reach to peaks in july and august months. By conducting exams in july month the chance of handling corona from our hands it will see the end of us.</p>
<p>I know that  you are the person who know what to do how to do. Try to take a better decision that no one can loose their chace to serve our nation. We have only one life to serve our nation with great minds of scientists engineers doctors etc.... I hope you can change this and you are the only one who can change this</p>","victory"
"232",2020-06-13 07:23:54,"Arvind Kejriwal: Cap Covid 19 treatment charges in Delhi private hospitals","<p>Please pass directions to Cap Covid 19 treatment charges in private hospitals in Delhi. Many states have already done this. </p>
<p><a href=""https://timesofindia.indiatimes.com/india/delhi-yet-to-regulate-covid-treatment-fees-in-private-hospitals/articleshow/76350617.cms"" rel=""nofollow"">https://timesofindia.indiatimes.com/india/delhi-yet-to-regulate-covid-treatment-fees-in-private-hospitals/articleshow/76350617.cms</a></p>
<p><a href=""https://m.economictimes.com/industry/healthcare/biotech/healthcare/hc-refuses-to-pass-direction-to-ensure-no-overcharging-by-pvt-hospitals/articleshow/76336838.cms"" rel=""nofollow"">https://m.economictimes.com/industry/healthcare/biotech/healthcare/hc-refuses-to-pass-direction-to-ensure-no-overcharging-by-pvt-hospitals/articleshow/76336838.cms</a></p>
<p> </p>
<p> </p>
<p> </p>","victory"
"233",2020-06-08 08:21:18,"Minister for Heavy Industry, Secretary Department of Heavy Industry, CMD BHEL, Director(HR) BHEL : Inclusion of Corona treatment fully under BHEL RECHS","<p>While every citizen of the country is struggling in this pendamic, central and state government are taking care of its employees and have also issued advisory to the insurance companies to cover treatment for covid in the mediclaim policies. We being from a PSU too need to be covered for treatment for this dreadful decease which has taken millions of lives around the world. You would be aware that normal treatment of Covid is costing between Rs 4 to 7 Lakhs and this being a huge amount cannot be afforded by BHEL employee may it be serving or retired. As this too being a very specialized medical category, It goes without saying that this should also be covered for all BHEL serving employees and for the retired under RECHS.</p>
<p>I therefore request the entire BHEL fraternity whether serving or retired to sign this petition and widely spreading the word for taking it forward on top priority with BHEL Management and with Heavy Industry Ministry. Safety of all is everyone's responsibility. Thanks, take care and be safe. </p>","victory"
"234",2021-04-25 15:29:04,"Affan: Send Affan To A Psychiatrist","<p>Affan has requested that this petition be submitted immediately and that if this petition reaches over 50 votes, he will go to a psychiatrist, </p>
<p>He is in immediate need for a psychiatrist and he needs your help and support to do this</p>
<p>Please help us reach 50 votes as soon as possible </p>
<p>Your cooperation would be much appreciated </p>","victory"
"235",2021-04-12 13:13:20,"Students: CANCELLATION OF TELANGANA SSC AND INTERMEDIATE EXAMS AMIDST RISING COVID CASES","<p><strong><em>The inter theory exams in telangana are to be held from may 1 to 19 as per schedule, while the SSC exams from may 17 to 26. Due to the pandemic, schools and colleges were shut across the state forcing students to attend classes online. While many students struggled to make arrangements to attend the classes, most educational institutions run by the government- due to lack of resources required for online classes failed to conduct the classes. As a result, most colleges failed even to finish 50% of the entire syllabus meant for the academic year of 2020-2021. It is unfair to expect students to attend the exams without proper knowledge of what they will be facing. Online classes- no matter how good the teacher is, fall short to fulfill the student's attempt at understanding what is being taught. Students will fail to give their best without classroom sessions and proper guidance. It is unfair for the educational boards to conduct exams and expect students to put their best foot forward. We- as students can agree that it has been difficult to grasp concepts through online classes and lack of personal coaching all year long. </em></strong></p>
<p><strong><em>Postponing the exams will hamper the natural flow of the academic year and put unnecessary pressure on the already stressed students. We as students- who are the worst hit by these exams, urge you to cancel them for students across the state and to keep in mind the amount of stress each student is going through due to various reasons- the upfront of which stands the stress of preparing for the exams WITHOUT PROPER GUIDANCE AND SYLLBUS COMPLETION. </em></strong></p>","victory"
"236",2021-04-14 05:17:27,"Goverment: Cancel the boards life is more important than some exams","<p>Since last year we are suffering from covid pandemic and study has not been very good, everybody knowns how students gave online exam and i want to request government to cancel boards of 10th class and postpone is not a solution we have to study for competitive exams </p>
<p> </p>","victory"
"237",2021-02-17 17:46:55,"Chaayos: Please Employ Acid Attack Survivors","<p>My husband attacked me with acid. He wanted to burn me, my dreams, and my existence. </p>
<p>But here I am after <strong>surviving 75 percent body burns!</strong></p>
<p>As a single mother, I have not just fought for myself but for my children every day. </p>
<p>I didn’t stop there, I have spent years working with marginalised women at the grassroots. I worked tirelessly with and for undertrial women living in jails. </p>
<p>My new job also includes working at a restaurant. I have realised one thing, courage and economic security gives us the will to fight everything in this world. </p>
<p>But, I managed to get a job and work for so many years, but not all acid attack survivors can’t. </p>
<p><strong>No one wants to employ us. So many young acid attack survivors struggle to make ends meet.</strong></p>
<p>Things can change <strong>if food chains like Chaayos commit to employing acid attack survivors. </strong>Chaayos is an Indian brand.<strong> They have outlets across the country and I feel if they employ acid attack survivors, there will be more and more brands that will follow their steps. </strong></p>
<p>Please<a href=""https://www.change.org/p/chaayos-please-employ-acid-attack-survivors/sign-now"" rel=""nofollow""><strong> sign my petition</strong></a> and ask Chayos to employ acid attack survivors.</p>
<p>This can be the <strong>beginning of more and more employment opportunities for acid-attack survivors. </strong></p>
<p>Let’s experiment with chai and recruitment. </p>","victory"
"238",2021-03-14 14:34:38,"Zomato: Zomato delivery man","<p>A Zomato delivery man was falsely accused of punching a women on the nose for no reason whatsoever. The man got fired from Zomato, his father had died15 years ago and his mother is a diabetic patient. He is the only person in the family that earns money. </p>
<p>Sign the petition to save his job and help him please!</p>","victory"
"239",2021-03-20 09:57:42,"twitter vale: Lacoste tshirt","<p><strong>Help me buy a lacoste tshirt by signing this petition. </strong></p>
<p><a href=""https://twitter.com/oyekaddu/status/1373198180909654018?s=19"" target=""_blank"" rel=""nofollow"">Help please �</a></p>","victory"
"240",2020-10-05 07:11:57,"God: Petition to get Aryaman a girlfriend","<p>Hello, my name is Aryaman and I think I deserve a girlfriend. I'm kind, good-natured, non-violent, loving and humble. I've had one girlfriend for a month but she dumped me for good reasons. I am now looking for another girlfriend, a woman who understands me and loves me despite my flaws. I'm a little shallow, so I do care about looks but they don't make up the whole of what I'm looking for. I'm looking for an optimistic woman, kind hearted, good spirited, smart, and confident. I'm willing to date women 17 and above however if they are 17 I am required by law to tell them that we must abstain from naughty activities for a year. If you think you can a viable candidate please sign this petition and email me at chinginchina@hotmail.com. If you agree that I should find love please sign this petition. If you think I should die alone then I understand.</p>","victory"
"241",2020-11-17 06:33:13,"@narendramodi @PMOIndia @DrSJaishankar @MEAIndia @mansukhmandviya Bring home Indian sailors on MV Anastasia who are stuck in China. Pls respond to Sailor's relative @HawkeyeShivrajS #SaveOurSailors","<p>Save our sailors from the floating prison that is MV Anastasia.</p>
<p>My brother in law with other Indian sailors is currently serving on MV ANASTASIA and have been onboard for more than a year now, they are stuck on Anchorage in Caofeidian. The organization is not taking any steps to relieve them and this situation is detreating their mental as well as health condition.</p>
<p>This situation is created due to the trade issues in China and Australia, in which the crew has no part to play. </p>
<p>We are very worried for their safety and wellbeing on the ship, they are facing mental as well as physical challenges every day. Sitting ideally can make any person think about worst things in this world. They roam around on the ship like ghosts.</p>
<p>We request you to sign this petition so that our Government takes immediate action for their safe return home and escalate this situation at every level possible. We cannot pass this human right infringement on our loved ones.</p>
<p>Help us get our family member safely home.</p>
<p>Please retweet the below tweets and make it more powerful.</p>
<p><a href=""https://twitter.com/HawkeyeShivrajS/status/1329361075129573376?s=19"" rel=""nofollow"">https://twitter.com/HawkeyeShivrajS/status/1329361075129573376?s=19</a></p>
<p> </p>
<p>Best Regards<br>Shivraj<br>Family member <br>Crew MV Anastasia</p>
<p> </p>","victory"
"242",2021-02-27 18:42:23,"Breaking Friendship with Tathagat.: BoyCott Tattu because he makes GayFriends (GFs)","<p>We live in a civilized society, take a step forward and speak for yourself by signing this petition you agree that you are no longer friends with Tathagat if you want to be one of his GayFriends then kindly ignore.</p>","victory"
"243",2021-02-25 11:10:26,"Falcon: Change sreekar name to Freekar","<p>Petition To Change Sreekar To Freekar</p>","victory"
"244",2020-09-10 13:04:17,"Make Pakistan Rape Free","<p>Rape cases have grown so rampant recently, yet our government remains idle on the matter. As if that weren't enough, some of the incompetent officers and officials have a victim-blaming mind set which not only deters cases from being reported but also prevents action from being taken.Victim blaming is the worst traumatic blame that can be give to a survivor it can scar them .</p>
<p>Recently a Woman was gang raped and robbed while she was travelling with her Children via Lahore Sialkot Motorway. Due to some technical issue in her car she had to stop when she encountered Two hideous armed Beasts , they on Gunpoint led the woman and her children to a nearby field where they raped that poor innocent soul in front of her helpless children. In another recent incident a 5-6 year old girl named Marwah was kidnapped in Karachi later on she was brutally raped by grown men and then killed and if that wasn’t enough for those loathsome foul dirty animals they also burned the corpse of the poor soul. </p>
<p>Almost 2 years after the Zainab case , On 7 February 2020, the national assembly of Pakistan passed a resolution calling for public hanging of child molesters. Apparently the resolution is non-binding which means the amendments it proposed are not a part of the constitution yet. The sad part is that opposition leader Bilawal Bhutto Zardari son of the first female PM of Pakistan opposes it if that’s not enough Science Minister Fawad Chaudhry and Minister of Human Rights Pakistan Shireen Mazari also oppose it since public hangings go against some UN laws. Apparently some international organisations deem death penalties and public hangings for rape as very *strict*punishments and want the judiciary to only announce imprisonment sentences.</p>
<p>In Pakistan only 4% offenders of reported rape cases are punished this is mainly due to delay in medical examination of victims which acts as a substantial proof against the offender in the court of law. </p>
<p>In the last two months over 70 rape cases have been reported in Lahore only , it is high time the government took this issue seriously work needs to be done efficient law making need to be done , our constitution does not even properly categorize different types of abuse against woman, let alone punish them . Strict punishments need to be introduced Public hangings of rapists should be carried out people who say that these are too strict punishments for any human beings let me remind them that their is nothing human about sexually harassing a 5 year old girl or a new born baby even animals don’t act like that we need to take a strict solid firm stance against these perverts and paedophiles , we need to show all these criminals that the Islamic Republic of Pakistan isnt afraid to punish child molesters or any type of sexual harasser because only when theyll think about the consequences of committing this grave sin and when they will have fear , they will think twice before committing any such heinous offence .</p>
<p>Moreover i believe that a more long term solution is required too the problem lies in the mind set of the population we need to normalise sex education. IN Nairobi, Kenya middle schoolers were given consent classes .These classes fought misogyny and patriarchy in the younger generation they taught them to treat each other as equals to respect each other and care for each other.As an impact a significant decrease was seen in reported rape cases in Nairobi they fell down to 51% , and the surprising part is that local locals boys intervened and stopped 71% of those assaults this is the power of education. </p>
<p>Lastly id just like to say that we need are a nation and need to look out for each other and care for each other we need to be more expressive and serious on these matters otherwise these matters will worsen. Pakistan Zindabad.</p>","victory"
"245",2020-05-30 18:53:37,"VIT BHOPAL UNIVERSITY: FEE Waiver For All The Students of VIT Bhopal University During This Pandemic.","<p>This petition is against our University VELLORE INSTITUTE OF TECHNOLOGY BHOPAL (VIT BHOPAL) Madhya-Pradesh which is asking the students to pay an exorbitant amount of fees in this time of lock-down within 15 Days. The Government of INDIA also told the schools, colleges &amp; University to roll back their fee hike. Let us all stand against this exploitative demand of our University and ask the University authorities to reduce the fee sum for the period being.</p>
<p>They are making us fool by sending us an email in which there is written that ₹7000 from previous year's hostel fees will be adjusted in this year. The truth is that they have already increased the fees and added the amount of  ₹7000 in this year's fees.</p>
<p>This is for a collective petition where we are invoking our fundamental rights as students and our access to education.</p>
<p>Due to COVID-19 and announcement made where the whole of the upcoming semester starting from 25th of June will be online. It seems unjustifiable for us to be charged resource fees for no resources.</p>
<p>Furthermore, the value of an online learning experience, as opposed to the physical on-campus experience of learning at VIT BHOPAL, has been put to a standstill due to social distancing, etc, we as students of this institution seek to move the higher management to remove all resource fee costs from our fee payments and waiver a percentage of the tuition fee as well as the hostel fee.</p>
<p>We will negotiate to the best extent and find a middle ground amicably between the students and the management.</p>
<p>Please do not hesitate to share this petition to others for this cause as this is a fundamental right and the management cannot sanction us with any punishment for invoking this right on them by raising this petition.</p>
<p>If you want to be updated on the status of this petition, please post your email on the comments section of this form and we will send a newsletter with the updates we receive from the management of VIT BHOPAL university or any progress made in this regard.</p>
<p>Thanks and hope you are all keeping safe and healthy indoors.</p>
<p>~ VIT BHOPAL STUDENTS</p>","victory"
"246",2021-02-12 17:57:25,"munawar faruqi: stop munawar faruqi from leaving comedy. protect talent and freedom of speech.","<p>munawar faruqi has recently posted about quitting comedy. the video will be out tomorrow but if he’s serious about it, we need to stop this terrible corruption of democracy. we can do a little for this corruption and this amazing talent we might lose tomorrow.</p>
<p>please support.</p>","victory"
"247",2020-01-11 10:41:40,"Hang That Persons Who Had Raped Her Or Direct Encounter Them.: Charred body of a 17-year-old girl was found under a culvert in W​.​BSouth Dinajp","<p> charred body of a 17- year-old girl was found under a culvert in West Bengal's South Dinajpur district, police said on Tuesday.</p>
<p>The victim's family alleged that she was gang-raped and then set ablaze.</p>
<p>The charred body of the girl with injury marks was found under a culvert in Kumarganj area on Monday, district Superintendent of Police Debarshi Dutta said.</p>
<p>Three persons suspected to be involved in the incident have been arrested, he said.</p>
<p>""We could only say whether she was raped or not after getting the post-mortem report,"" Dutta said.</p>
<p>The victim's brother said she went missing on the way to a nearby shop on Sunday afternoon.</p>
<p>Local BJP MP Sukanta Majumdar warned of a major agitation if the culprits were not brought to book.</p>
<p>Terming the incident unfortunate, Kumarganj TMC MLA Toraf Hossain Mandal demanded an impartial probe.</p>
<p>A woman's charred body was found in a mango orchard in Malda district in December last year, days after a similar incident occurred in Hyderabad leading to a nationwide uproar over women safety.</p>","victory"
"248",2020-11-22 17:03:23,"Sample","<p>Sample</p>","victory"
"249",2020-10-23 13:06:48,"put jia down end our misery","<p>please. we have all had enough of her crap. we have seen her and heard her but enough is enough, please.</p>","victory"
"250",2020-10-05 08:03:54,"Indian Government: #JusticeforHathrasvictim","<p>Protest by demanding that justice be done in the case of Hathras Victim. The UP government has taken the very unnecessary steps to bring justice to the sister, her family and others. She also has pain UP governments. Punish the accused. And protect the women rights. Why are you reluctant to administer justice? She is also human. Remember, if the government is reluctant, protests will erupt. We also have a mother and a sister. Why is it so late to administer justice? Give justice and do justice.</p>
<p>#justiceforhathrasvictim. </p>","victory"
"251",2020-09-30 03:06:26,"The President of India: #Justice for Demand for Safer India","<p> was gang-raped by four men in the Hathras district of Delhi. She was raped in a barbarous way, her tongue cut off and severe damage to the neck and spinal cord due to the rapists’ intentional strangulation with her scarf. No social media outrage, no suspects in custody partially because she was a Dalit (formerly untouchable) who cares about her rape right? The news of the  came to light only after her death, she battled for her life for 14 days and yet no suspects were in custody. After the Nirbhaya rape case, India’s most gruesome rape crime yet, changes to the country's rape laws were made. But there has been no sign of crimes against women and girls abating.</p>
<p>This petition isn’t only for, but for all other women whose rape stories were shut down by deaf ears and for those who weren’t able to push through the justice system to punish the guilty. Rape isn’t a normal crime and its number is only increasing by the day, let’s stop being aberrant to this fact. India is ‘The Top Most Dangerous Country for Women’ and that’s where the line ends. No actions are taken, no one accountable, no change. Is that how this all is supposed to be? One rape case rattles the nation and gradually it moves from the front page to the back page of the newspapers until it is forever forgotten? One mistake of one man ruins the life of the victim. The dilemma, the social stigma, the shock resonates for long enough to completely change the victim inside out, that is only if she is not burned alive or killed by the rapists, or in this case, cut her tongue off. In the year of 2018, when the criminal act of rape was at its all-time high, the government of India proposed the death sentence for accused of the rape of children of 12 years and below, but that proposition was short-lived as many ministers of our ‘PROGRESSIVE INDIA’ believed that rapists deserve a second chance. Giving a second chance to accused of involuntary manslaughter is still understood, but RAPISTS? People whose sexual thoughts are uncontrollable, and solely their sexual arousal is to blame for the crime, shouldn’t get a second chance, fully conscious of their actions, rapists aren’t born, they are made by the very society we live in today. Let’s come together and make sure that capital punishment is given to such inhumane people that we call rapists.</p>
<p>Welcome to India, welcome to the nation where we have round-the-clock monitored borders. And the irony the threat doesn’t only emerge from outside but the threats thrive within our nation. Let’s change this and bring about a safer country for everyone together as human beings for the sake of humanity and human morals.</p>
<p> </p>","victory"
"252",2020-09-08 13:35:49,"PMO India: Women rights and equality","<p>A serious issue regarding women rights in india:</p>
<p>(Please read this thoroughly and sign this petition if you agree and support.)</p>
<p>Mr. Kamal Chandra Kafaltiya lost his elder sister named Mrs. Puspa Belwal on July 5, 2020. Before the incident he contacted on 112 (an emergency helpline number of Uttarakhand government) on June 24, 2020 at around 9:30 PM but with no help according to his statement. His sister got admitted to a hospital in worse condition on June 28, 2020. But she got dead on July 5, 2020.</p>
<p>His sister was subjected to domestic violence after marriage as he said.</p>
<p>According to him no help was provided to his sister by police. Now he wants a high level investigation to this serious issue so that in future no such incident would happen to anyone.</p>
<p>For more details visit : <a href=""https://www.facebook.com/kamal.kafaltiya.5"" rel=""nofollow"">https://www.facebook.com/kamal.kafaltiya.5</a></p>
<p>#justiceforpuspabelwal</p>","victory"
"253",2018-11-27 09:37:12,"We need Ads by @CARAWCD for more visibility to promote child #AllKidsNeedParents","<p><strong>Anya was a nameless 2-month-old baby</strong> dropped off in a Government registered orphanage in Pune in February, 2018.</p>
<p><strong>My friends</strong>, Asha and Vaibhav, a young couple working in the IT industry in Bangalore were <strong>looking to adopt a little child since early 2016.</strong></p>
<p>Till someone told them about CARA.</p>
<p>What is CARA?</p>
<p><strong>Central Adoption Resource Authority (CARA) helps you adopt a child legitimately, through a simple process.</strong></p>
<p>CARA helped Asha and Vaibhav find Anya. In India, there are so many families that are looking to give a home to children and so many children who need families!</p>
<p>As most <strong>people prefer to adopt infants and toddlers</strong>, we need <strong>ads to promote the adoption of children</strong> in the age group of <strong>10-18 years.</strong></p>
<p>All we need is awareness; which is what ads will help with.</p>
<p>Asha, Vaibhav and Anya came together in March, 2018 and are now a happy family who can’t wait to celebrate every birthday and milestone together.</p>
<p>Maneka Gandhi, please <strong>make information on CARA more accessible via public ads. These ads can play in movie multiplexes, railways stations and Government hospitals for wider reach. </strong></p>
<p>Please sign this petition - help every orphan Indian child find a safe and loving home!</p>
<p>Please use the handle @WCD </p>
<p>Picture courtesy - The Internet.</p>","victory"
"254",2020-06-04 19:04:14,"Child education society : Nijhu needs basic social education before being eligible to do engineering","<p>Through the means of online meetings and classes nijhu needs to taught the basic etiquettes one needs to reside and interact in a society. Also being the son of an IITian he must be taught the minimum level of social knowledge one needs to aquire before using social media. Also during his training period I would prefer if you take down his social media handles as he's currently not enough mature to use them. Thanks </p>","victory"
"255",2020-05-05 13:13:24,"Marwari Maternity Hospital Athgaon Guwahati: Seating facility for pregnant women at hospital","<p>After the lifting of lockdown in guwahati and declaration of ""GREEN ZONE"" it has been seen that there are long lines at hospitals for checkups but it is also painful to see that pregnant women with almost babies of 7-9 months standing in the queue for about 2 hours.</p>
<p>This pains our eyes and we immediately need to see everyone to see to this and brought to order that altleast the pregnant women get sufficient seating facilities at hospitals as if they faint or any unpleasant thing if happened to any women who would be responsible? </p>
<p>That's all we want </p>
<p>Please sign this petition and forward this so that it gets the target and justice is provided to pregnant women.</p>","victory"
"256",2020-03-27 09:10:26,"Menstruators : Include Sanitary Pads in the Essential Commodity list during the COVID-19 Lockdown!","<p>With 21 days of complete lockdown, the government has not included sanitary pads in its Essential Commodity Act to be delivered at home. What does the government expect? Synchronized periods? Which will eventually fall, all together after the lockdown uplifts? <br>The petition is to include sanitary pads as part of essential commodities, so that it is allowed to be delivered across India by brands like Big Bazaar, Amazon, and Flipkart. It is demeaning and every bit disheartening to that see that women, their needs, essentials, requirements aren’t even addressed properly, let alone fulfilled. Living in a country where immediate supply and delivery of ranging/variety of food products and services is available but sanitary napkins and number of other women hygiene related products are not even listed under umbrella term of the essential goods is disheartening all the more. <br>With COVID19 at large, Sanitary napkins and pads have been declared as an essential commodity by Karnataka and Telengana government only. The Centre is yet to allow implementation of such measures by for the entire nation. Since the government of Telengana and Karnataka have taken crucial measures, a similar move from the central government’s end would help out in easing operations across the nation. <br>It is important to realize that the sanitary napkins, pads, similar items are not luxury products and they need to be sold through pharmacies, e-commerce platforms, and grocery outlets because they are valuable and critical hygiene need for women and girls all over the nation. Besides that, they are an essential commodities to ensure that women are safe from unwanted infection midst a pandemic.</p>","victory"
"257",2020-02-14 11:42:13,"STOP THE DELAY - Immediate punishment for Nirbhaya's Rapists","<p><strong>   JUSTICE DELAYED = JUSTICE DENIED  </strong></p>
<p>In 2012, a young girl was brutally raped and succumbed to her injuries. 7 years on, justice still evades Nirbhaya, her family, and all of us. As a thinking-feeling society, this should completely jar our collective conscience. This was a case that was supposed to be 'fast-tracked'. Her 4 rapists who were pronounced GUILTY and given the death penalty by the Supreme Court in May 2017, are still to be hanged to death. On 7th January 2020, a Delhi Court issued death warrants for all 4 rapists, and they were to be hanged to death on 22nd January 2020 at 7A.M...But that NEVER HAPPENED!</p>
<p>The rapists and their lawyers have been misusing loopholes in the Justice system and delaying their capital punishment. Nirbhaya's mother has been running from pillar to post for justice since 2012. But how much longer??? </p>
<p>This punishment CANNOT and SHOULD NOT be delayed any further than it already has been. Not only is it being viewed by right-minded people in society as a failing of the Indian Justice system, but there could be further serious repercussions. </p>
<p>If we, the citizens of this nation, lose faith in the justice system, then the day might not be far when people of this nation will decide to mete out their own form of 'justice'. Kangaroo courts might start pronouncing judgments, and Telangana-like incidents might become common. The citizens of this nation might start to ACTUALLY BELIEVE that they will not get justice in the right and legal way from a justice system that they respected and put their faith in...but one that has failed them time and again. Is that the road we want to go down? Because that road leads only to anarchy. </p>
<p>It is our humble request to end the torment of Nirbhaya's family, and ensure that the noose is around the neck of the 4 rapists at the earliest. Close the door on further appeals; plug the loopholes; amend or repeal the law as the case may be, and uphold the Indian National Motto ""Satyameva Jayate"" (""Truth alone will triumph""). Let the women of this nation and their loved ones feel safe and vindicated. Let us, as a nation, be able to say, ""Justice has been served"". </p>
<p>Nribhaya is looking down at us for justice; her mother is pleading to you all as well. And the nation is also watching and hoping for justice to be delivered without ANY FURTHER DELAY. Please do the RIGHT THING, RIGHT NOW, and set an example.</p>
<p>WE DO NOT WANT ANY MORE NIRBHAYAS.  </p>","victory"
"258",2019-03-29 07:27:31,"The management of Madras christian college : Need to take strict action on the Staff who misbehaved with Students of MCC college","<p>The students of Zoology dept went on a trip to Karnataka where one of the incharge staffs misbehaved with students in many ways which got featured in The new indian express on 27th March         </p>
<p>  <a href=""https://www.google.com/amp/www.newindianexpress.com/cities/chennai/2019/mar/27/mcc-students-allege-harassment-1956344.amp"" rel=""nofollow"">https://www.google.com/amp/www.newindianexpress.com/cities/chennai/2019/mar/27/mcc-students-allege-harassment-1956344.amp</a></p>
<p> </p>
<p> </p>
<p> </p>
<p>  Students go on a tour to enjoy amidst all their exam tension but fearing about what a staff will do in trip is heart-breaking..... The management of MCC is ignoring this issue as it would break the name of the college.. If there is no safety for a girls with their college staffs who should be treat them like their daughters,  i dont think there would be safety for girls anywhere in India ..  A strict action must be taken and it should be lesson for all professors who even think about think their students in a bad way  ..... </p>
<p> </p>","victory"
"259",2016-10-17 06:28:26,"Narendra Modi: The Maternity Benefit (Amendment) Bill","<p>With the Rajya Sabha passing The Maternity Benefit (Amendment) Bill, 2016, six months of maternity leave will soon be a reality for women working in the organised sector. But how soon? The Bill is yet to become a law, and for that to happen the Bill has to be passed in the Lok Sabha as well. The Bill was passed in the Rajya Sabha during the monsoon session of the Parliament in August. The next session of the Parliament will be held only in December. And though there were reports saying that the Labour Ministry had requested the Prime Minister’s Office to take the Ordinance route to speed up the process, there has been no further news on that front.</p>
<p>Our Prime Minister, Mr Narendra Modi, in all his speeches, pushes for women empowerment. Then, why the delay? <em>Shubh kaam mein kaisi deri, Modiji?</em> Expectant women in India already go through a hell lot of stuff. The gender bias at work, the constant public glare, the 'oh, she's pregnant, so she won’t be productive at work' remarks, the never-ending pothole filled roads, the rowdy drivers of the public transport and so on! Why is the government not doing its bit to ease the burden on them? What use is the bill if it hasn't been implemented yet? We all know the need of women contributing to the economy is very vital.</p>
<p>Moves like these will only encourage more and more women to go out and work with a sense of security. The importance of a mother in the life of a child is something I needn't emphasize on. So please join me and sign this petition with me and empower the many mothers in India. Let's not forget, <em>the hand that rocks the cradle, rules the world!</em></p>","victory"
